83;3;3.395E7;11957.680927777814;3.3961957680927776E7
83;3;3.395E7;11957.680927777814;3.3961957680927776E7
83;3;3.395E7;11957.318944444472;3.396195731894445E7
83;3;3.395E7;11957.318944444472;3.396195731894445E7
83;3;3.395E7;11957.31564444447;3.396195731564444E7
83;3;3.395E7;11957.31564444447;3.396195731564444E7
82;3;3.355E7;11955.310838888925;3.3561955310838886E7
82;3;3.355E7;11955.310838888925;3.3561955310838886E7
82;3;3.355E7;11955.310838888932;3.3561955310838886E7
82;3;3.355E7;11955.310838888932;3.3561955310838886E7
82;3;3.355E7;11955.310838888932;3.3561955310838886E7
82;3;3.355E7;11945.331950000054;3.356194533195E7
82;3;3.355E7;11945.331950000054;3.356194533195E7
82;3;3.355E7;11945.331950000054;3.356194533195E7
82;3;3.355E7;11943.848561111152;3.356194384856111E7
82;3;3.355E7;11943.842261111131;3.356194384226111E7
82;3;3.355E7;11943.842261111131;3.356194384226111E7
82;3;3.355E7;11943.842261111131;3.356194384226111E7
82;3;3.355E7;11943.842261111131;3.356194384226111E7
82;3;3.355E7;11943.842261111136;3.356194384226111E7
82;3;3.355E7;11943.842261111136;3.356194384226111E7
82;3;3.355E7;11943.842261111136;3.356194384226111E7
82;3;3.355E7;11943.842261111136;3.356194384226111E7
82;3;3.355E7;11937.196438888916;3.3561937196438886E7
82;3;3.355E7;11937.196438888916;3.3561937196438886E7
82;3;3.355E7;11937.196438888916;3.3561937196438886E7
82;3;3.355E7;11937.196438888916;3.3561937196438886E7
82;3;3.355E7;11934.816638888922;3.356193481663889E7
82;3;3.355E7;11934.816638888922;3.356193481663889E7
82;3;3.355E7;11934.816638888922;3.356193481663889E7
82;3;3.355E7;11934.454955555606;3.3561934454955555E7
82;3;3.355E7;11934.454955555606;3.3561934454955555E7
82;3;3.355E7;11934.454955555606;3.3561934454955555E7
82;3;3.355E7;11934.454955555606;3.3561934454955555E7
82;3;3.355E7;11931.205216666709;3.356193120521667E7
82;3;3.355E7;11931.205216666709;3.356193120521667E7
81;3;3.315E7;11933.066877777814;3.316193306687778E7
81;3;3.315E7;11933.066877777814;3.316193306687778E7
81;3;3.315E7;11933.040327777806;3.3161933040327776E7
81;3;3.315E7;11933.040327777806;3.3161933040327776E7
81;3;3.315E7;11933.040327777806;3.3161933040327776E7
81;3;3.315E7;11930.589466666695;3.3161930589466665E7
81;3;3.315E7;11930.589466666695;3.3161930589466665E7
81;3;3.315E7;11930.589466666695;3.3161930589466665E7
81;3;3.315E7;11930.589466666695;3.3161930589466665E7
81;3;3.315E7;11930.589466666695;3.3161930589466665E7
81;3;3.315E7;11930.585416666694;3.3161930585416667E7
80;3;3.275E7;11918.754638888915;3.2761918754638888E7
80;3;3.275E7;11918.316722222244;3.276191831672222E7
80;3;3.275E7;11914.981355555574;3.2761914981355555E7
80;3;3.275E7;11914.975055555567;3.2761914975055557E7
80;3;3.275E7;11914.975055555567;3.2761914975055557E7
80;3;3.275E7;11914.975055555567;3.2761914975055557E7
80;3;3.275E7;11907.294905555558;3.2761907294905555E7
80;3;3.275E7;11901.257055555574;3.2761901257055555E7
80;3;3.275E7;11900.441022222241;3.276190044102222E7
80;3;3.275E7;11899.350122222246;3.276189935012222E7
80;3;3.275E7;11899.350122222246;3.276189935012222E7
80;3;3.275E7;11892.643088888917;3.276189264308889E7
80;3;3.275E7;11892.616538888917;3.276189261653889E7
79;3;3.235E7;11888.32266111114;3.2361888322661113E7
79;3;3.235E7;11888.32266111114;3.2361888322661113E7
79;3;3.235E7;11888.32266111114;3.2361888322661113E7
79;3;3.235E7;11884.994794444472;3.2361884994794443E7
79;3;3.235E7;11881.077305555593;3.2361881077305555E7
79;3;3.235E7;11881.077305555593;3.2361881077305555E7
79;3;3.235E7;11881.023122222272;3.236188102312222E7
79;3;3.235E7;11881.023122222272;3.236188102312222E7
79;3;3.235E7;11880.867444444479;3.2361880867444444E7
79;3;3.235E7;11880.867444444479;3.2361880867444444E7
79;3;3.235E7;11880.867444444479;3.2361880867444444E7
83;3;3.395E7;11958.18334444449;3.3961958183344446E7
83;3;3.395E7;11953.521316666713;3.396195352131667E7
83;3;3.395E7;11951.426816666713;3.3961951426816665E7
83;3;3.395E7;11945.266266666704;3.396194526626667E7
83;3;3.395E7;11945.266266666704;3.396194526626667E7
83;3;3.395E7;11944.180316666712;3.3961944180316664E7
83;3;3.395E7;11940.24380000006;3.39619402438E7
83;3;3.395E7;11935.548488888935;3.396193554848889E7
83;3;3.395E7;11923.043311111142;3.396192304331111E7
83;3;3.395E7;11923.043311111142;3.396192304331111E7
83;3;3.395E7;11922.68132777779;3.3961922681327775E7
83;3;3.395E7;11922.325344444458;3.396192232534444E7
83;3;3.395E7;11918.777638888901;3.396191877763889E7
83;3;3.395E7;11918.777638888901;3.396191877763889E7
83;3;3.395E7;11918.777638888901;3.396191877763889E7
83;3;3.395E7;11918.777638888901;3.396191877763889E7
83;3;3.395E7;11918.777638888901;3.396191877763889E7
83;3;3.395E7;11917.545138888892;3.396191754513889E7
83;3;3.395E7;11911.61796666667;3.396191161796667E7
83;3;3.395E7;11911.61796666667;3.396191161796667E7
83;3;3.395E7;11911.61796666667;3.396191161796667E7
83;3;3.395E7;11911.61796666667;3.396191161796667E7
83;3;3.395E7;11911.61796666667;3.396191161796667E7
83;3;3.395E7;11911.252983333352;3.396191125298333E7
83;3;3.395E7;11911.252983333352;3.396191125298333E7
83;3;3.395E7;11911.16670000002;3.39619111667E7
83;3;3.395E7;11905.04005000002;3.396190504005E7
83;3;3.395E7;11905.04005000002;3.396190504005E7
83;3;3.395E7;11905.04005000002;3.396190504005E7
83;3;3.395E7;11905.04005000002;3.396190504005E7
83;3;3.395E7;11884.453377777812;3.3961884453377776E7
83;3;3.395E7;11884.453377777812;3.3961884453377776E7
83;3;3.395E7;11884.32425000004;3.396188432425E7
83;3;3.395E7;11883.832633333379;3.396188383263333E7
83;3;3.395E7;11880.460727777823;3.396188046072778E7
83;3;3.395E7;11880.460727777823;3.396188046072778E7
83;3;3.395E7;11864.839961111173;3.396186483996111E7
83;3;3.395E7;11864.839961111173;3.396186483996111E7
83;3;3.395E7;11864.839961111173;3.396186483996111E7
83;3;3.395E7;11864.839961111173;3.396186483996111E7
83;3;3.395E7;11863.802761111172;3.396186380276111E7
83;3;3.395E7;11851.066872222267;3.3961851066872224E7
83;3;3.395E7;11851.066872222267;3.3961851066872224E7
83;3;3.395E7;11845.057072222266;3.396184505707222E7
83;3;3.395E7;11845.057072222266;3.396184505707222E7
83;3;3.395E7;11845.057072222255;3.396184505707222E7
83;3;3.395E7;11845.057072222255;3.396184505707222E7
83;3;3.395E7;11839.818611111148;3.396183981861111E7
83;3;3.395E7;11839.812311111147;3.396183981231111E7
82;3;3.355E7;11822.952022222262;3.3561822952022225E7
82;3;3.355E7;11822.610138888927;3.3561822610138886E7
82;3;3.355E7;11822.610138888927;3.3561822610138886E7
82;3;3.355E7;11813.441400000027;3.35618134414E7
82;3;3.355E7;11813.441400000027;3.35618134414E7
81;3;3.315E7;11805.175127777808;3.316180517512778E7
81;3;3.315E7;11805.146327777802;3.316180514632778E7
81;3;3.315E7;11805.146327777802;3.316180514632778E7
81;3;3.315E7;11805.146327777802;3.316180514632778E7
81;3;3.315E7;11805.146327777802;3.316180514632778E7
81;3;3.315E7;11805.146327777802;3.316180514632778E7
81;3;3.315E7;11796.368850000019;3.316179636885E7
81;3;3.315E7;11796.368850000019;3.316179636885E7
81;3;3.315E7;11796.368850000019;3.316179636885E7
81;3;3.315E7;11796.368850000019;3.316179636885E7
81;3;3.315E7;11796.368850000019;3.316179636885E7
81;3;3.315E7;11796.368850000019;3.316179636885E7
81;3;3.315E7;11796.368850000019;3.316179636885E7
81;3;3.315E7;11796.368850000019;3.316179636885E7
81;3;3.315E7;11790.089166666685;3.3161790089166667E7
81;3;3.315E7;11789.700633333357;3.3161789700633332E7
80;3;3.275E7;11803.058838888915;3.276180305883889E7
80;3;3.275E7;11803.058838888915;3.276180305883889E7
80;3;3.275E7;11794.80922222225;3.276179480922222E7
80;3;3.275E7;11785.545150000025;3.276178554515E7
80;3;3.275E7;11785.545150000025;3.276178554515E7
80;3;3.275E7;11785.545150000025;3.276178554515E7
80;3;3.275E7;11785.545150000025;3.276178554515E7
80;3;3.275E7;11785.545150000025;3.276178554515E7
80;3;3.275E7;11785.545150000025;3.276178554515E7
80;3;3.275E7;11785.545150000025;3.276178554515E7
80;3;3.275E7;11785.545150000025;3.276178554515E7
80;3;3.275E7;11785.545150000025;3.276178554515E7
80;3;3.275E7;11785.545150000025;3.276178554515E7
80;3;3.275E7;11781.389816666688;3.2761781389816668E7
80;3;3.275E7;11781.326483333354;3.276178132648333E7
80;3;3.275E7;11781.326483333354;3.276178132648333E7
80;3;3.275E7;11781.326483333354;3.276178132648333E7
80;3;3.275E7;11781.326483333354;3.276178132648333E7
80;3;3.275E7;11781.326483333354;3.276178132648333E7
80;3;3.275E7;11781.326483333354;3.276178132648333E7
80;3;3.275E7;11781.326483333354;3.276178132648333E7
80;3;3.275E7;11781.326483333354;3.276178132648333E7
80;3;3.275E7;11781.326483333354;3.276178132648333E7
80;3;3.275E7;11781.326483333354;3.276178132648333E7
80;3;3.275E7;11780.876483333366;3.2761780876483332E7
